Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_25_81,VPWR,li1,45.5400,78.8800,1.799824
FILLER_25_69,VPWR,li1,40.0200,78.8800,1.799838
FILLER_25_57,VPWR,li1,34.5000,78.8800,1.799859
FILLER_25_48,VPWR,li1,29.4400,78.8800,1.799886
FILLER_25_36,VPWR,li1,24.8400,78.8800,1.799907
FILLER_25_14,VPWR,li1,12.4200,78.8800,1.799903
FILLER_25_3,VPWR,li1,7.8200,78.8800,1.799900
FILLER_24_161,VPWR,li1,80.0400,78.8800,1.799716
FILLER_24_138,VPWR,li1,69.4600,78.8800,1.799736
FILLER_24_117,VPWR,li1,60.2600,78.8800,1.799765
FILLER_24_105,VPWR,li1,56.5800,78.8800,1.799782
FILLER_24_93,VPWR,li1,48.7600,78.8800,1.799807
FILLER_24_85,VPWR,li1,46.4600,78.8800,1.799814
FILLER_24_83,VPWR,li1,43.9300,78.8800,1.799824
FILLER_24_75,VPWR,li1,41.8600,78.8800,1.799832
FILLER_24_54,VPWR,li1,30.5900,78.8800,1.799886
FILLER_24_48,VPWR,li1,28.9800,78.8800,1.799886
FILLER_24_41,VPWR,li1,25.0700,78.8800,1.799907
FILLER_24_29,VPWR,li1,21.6200,78.8800,1.799923
FILLER_24_27,VPWR,li1,18.1700,78.8800,1.799910
FILLER_24_23,VPWR,li1,17.0200,78.8800,1.799910
FILLER_23_181,VPWR,li1,89.2400,73.4400,1.799195
FILLER_23_169,VPWR,li1,86.0200,73.4400,1.799195
FILLER_23_164,VPWR,li1,81.8800,73.4400,1.799195
FILLER_23_152,VPWR,li1,78.2000,73.4400,1.799196
FILLER_23_144,VPWR,li1,72.2200,73.4400,1.799217
FILLER_23_136,VPWR,li1,69.9200,73.4400,1.799229
FILLER_23_110,VPWR,li1,56.5800,73.4400,1.799325
FILLER_23_23,VPWR,li1,16.5600,73.4400,1.799801
FILLER_23_15,VPWR,li1,14.2600,73.4400,1.799801
FILLER_23_3,VPWR,li1,9.6600,73.4400,1.799801
FILLER_22_182,VPWR,li1,89.4700,73.4400,1.799195
FILLER_22_176,VPWR,li1,87.8600,73.4400,1.799195
FILLER_22_145,VPWR,li1,72.4500,73.4400,1.799217
FILLER_22_141,VPWR,li1,71.3000,73.4400,1.799229
FILLER_22_139,VPWR,li1,69.6900,73.4400,1.799229
FILLER_22_135,VPWR,li1,68.5400,73.4400,1.799240
FILLER_22_108,VPWR,li1,55.8900,73.4400,1.799325
FILLER_22_100,VPWR,li1,53.3600,73.4400,1.799350
FILLER_22_85,VPWR,li1,47.3800,73.4400,1.799413
FILLER_22_63,VPWR,li1,34.7300,73.4400,1.799586
FILLER_22_59,VPWR,li1,33.5800,73.4400,1.799586
FILLER_22_37,VPWR,li1,23.0000,73.4400,1.799759
FILLER_22_29,VPWR,li1,20.7000,73.4400,1.799802
FILLER_22_27,VPWR,li1,18.1700,73.4400,1.799801
FILLER_22_23,VPWR,li1,17.0200,73.4400,1.799801
FILLER_22_15,VPWR,li1,13.3400,73.4400,1.799801
FILLER_22_3,VPWR,li1,9.6600,73.4400,1.799801
FILLER_21_182,VPWR,li1,89.4700,68.0000,1.799581
FILLER_21_176,VPWR,li1,87.8600,68.0000,1.799581
FILLER_21_166,VPWR,li1,82.3400,68.0000,1.799581
FILLER_21_152,VPWR,li1,76.8200,68.0000,1.799583
FILLER_21_128,VPWR,li1,65.3200,68.0000,1.799600
FILLER_21_119,VPWR,li1,60.4900,68.0000,1.799616
FILLER_21_113,VPWR,li1,58.8800,68.0000,1.799623
FILLER_21_111,VPWR,li1,56.8100,68.0000,1.799629
FILLER_21_105,VPWR,li1,55.2000,68.0000,1.799629
FILLER_21_93,VPWR,li1,51.0600,68.0000,1.799643
FILLER_21_72,VPWR,li1,38.8700,68.0000,1.799725
FILLER_21_66,VPWR,li1,37.2600,68.0000,1.799725
FILLER_21_55,VPWR,li1,31.0500,68.0000,1.799779
FILLER_21_49,VPWR,li1,29.4400,68.0000,1.799805
FILLER_21_42,VPWR,li1,25.0700,68.0000,1.799835
FILLER_21_30,VPWR,li1,22.0800,68.0000,1.799879
FILLER_20_182,VPWR,li1,89.4700,68.0000,1.799581
FILLER_20_178,VPWR,li1,88.3200,68.0000,1.799581
FILLER_20_166,VPWR,li1,84.6400,68.0000,1.799581
FILLER_20_162,VPWR,li1,80.2700,68.0000,1.799581
FILLER_20_141,VPWR,li1,70.6100,68.0000,1.799588
FILLER_20_132,VPWR,li1,68.0800,68.0000,1.799593
FILLER_20_114,VPWR,li1,58.1900,68.0000,1.799623
FILLER_20_106,VPWR,li1,56.1200,68.0000,1.799629
FILLER_20_85,VPWR,li1,44.8500,68.0000,1.799672
FILLER_20_72,VPWR,li1,41.4000,68.0000,1.799691
FILLER_20_59,VPWR,li1,33.1200,68.0000,1.799761
FILLER_20_37,VPWR,li1,23.0000,68.0000,1.799856
FILLER_20_29,VPWR,li1,20.7000,68.0000,1.799879
FILLER_20_26,VPWR,li1,17.9400,68.0000,1.799872
FILLER_20_3,VPWR,li1,8.2800,68.0000,1.799865
FILLER_19_181,VPWR,li1,89.2400,62.5600,1.799750
FILLER_19_169,VPWR,li1,86.0200,62.5600,1.799750
FILLER_19_167,VPWR,li1,82.5700,62.5600,1.799753
FILLER_19_163,VPWR,li1,81.4200,62.5600,1.799755
FILLER_19_151,VPWR,li1,77.7400,62.5600,1.799757
FILLER_19_139,VPWR,li1,72.2200,62.5600,1.799765
FILLER_19_127,VPWR,li1,66.7000,62.5600,1.799776
FILLER_19_113,VPWR,li1,58.1900,62.5600,1.799799
FILLER_19_111,VPWR,li1,56.8100,62.5600,1.799799
FILLER_19_103,VPWR,li1,54.7400,62.5600,1.799804
FILLER_19_91,VPWR,li1,50.1400,62.5600,1.799820
FILLER_19_65,VPWR,li1,36.8000,62.5600,1.799873
FILLER_19_53,VPWR,li1,30.5900,62.5600,1.799902
FILLER_19_45,VPWR,li1,28.0600,62.5600,1.799920
FILLER_19_23,VPWR,li1,16.5600,62.5600,1.799946
FILLER_19_15,VPWR,li1,14.2600,62.5600,1.799945
FILLER_19_3,VPWR,li1,9.6600,62.5600,1.799945
FILLER_18_161,VPWR,li1,80.0400,62.5600,1.799755
FILLER_18_132,VPWR,li1,68.0800,62.5600,1.799776
FILLER_18_120,VPWR,li1,63.4800,62.5600,1.799784
FILLER_18_97,VPWR,li1,50.8300,62.5600,1.799820
FILLER_18_85,VPWR,li1,47.3800,62.5600,1.799830
FILLER_18_82,VPWR,li1,43.7000,62.5600,1.799843
FILLER_18_74,VPWR,li1,41.4000,62.5600,1.799851
FILLER_18_62,VPWR,li1,36.8000,62.5600,1.799873
FILLER_18_57,VPWR,li1,31.9700,62.5600,1.799902
FILLER_18_53,VPWR,li1,30.8200,62.5600,1.799902
FILLER_18_41,VPWR,li1,27.1400,62.5600,1.799920
FILLER_18_29,VPWR,li1,21.6200,62.5600,1.799947
FILLER_18_27,VPWR,li1,18.1700,62.5600,1.799946
FILLER_18_21,VPWR,li1,16.5600,62.5600,1.799946
FILLER_18_3,VPWR,li1,9.6600,62.5600,1.799945
FILLER_17_167,VPWR,li1,82.5700,57.1200,1.799431
FILLER_17_145,VPWR,li1,72.6800,57.1200,1.799444
FILLER_17_133,VPWR,li1,69.4600,57.1200,1.799450
FILLER_17_125,VPWR,li1,63.9400,57.1200,1.799464
FILLER_17_113,VPWR,li1,60.2600,57.1200,1.799474
FILLER_17_57,VPWR,li1,32.2000,57.1200,1.799710
FILLER_17_53,VPWR,li1,30.5900,57.1200,1.799738
FILLER_17_45,VPWR,li1,28.0600,57.1200,1.799763
FILLER_17_33,VPWR,li1,23.4600,57.1200,1.799823
FILLER_16_180,VPWR,li1,89.0100,57.1200,1.799428
FILLER_16_160,VPWR,li1,80.5000,57.1200,1.799433
FILLER_16_148,VPWR,li1,76.3600,57.1200,1.799436
FILLER_16_108,VPWR,li1,55.4300,57.1200,1.799487
FILLER_16_93,VPWR,li1,48.5300,57.1200,1.799535
FILLER_16_85,VPWR,li1,46.4600,57.1200,1.799554
FILLER_16_78,VPWR,li1,42.7800,57.1200,1.799590
FILLER_16_71,VPWR,li1,39.1000,57.1200,1.799630
FILLER_16_41,VPWR,li1,24.8400,57.1200,1.799823
FILLER_16_29,VPWR,li1,21.6200,57.1200,1.799848
FILLER_16_25,VPWR,li1,17.7100,57.1200,1.799838
FILLER_16_11,VPWR,li1,11.0400,57.1200,1.799832
FILLER_16_3,VPWR,li1,8.7400,57.1200,1.799832
FILLER_15_181,VPWR,li1,89.2400,51.6800,1.799918
FILLER_15_169,VPWR,li1,86.0200,51.6800,1.799918
FILLER_15_165,VPWR,li1,82.1100,51.6800,1.799918
FILLER_15_157,VPWR,li1,79.5800,51.6800,1.799918
FILLER_15_145,VPWR,li1,74.9800,51.6800,1.799918
FILLER_15_133,VPWR,li1,69.4600,51.6800,1.799919
FILLER_15_125,VPWR,li1,63.4800,51.6800,1.799920
FILLER_15_113,VPWR,li1,60.2600,51.6800,1.799921
FILLER_15_109,VPWR,li1,56.3500,51.6800,1.799922
FILLER_15_101,VPWR,li1,52.2100,51.6800,1.799924
FILLER_15_93,VPWR,li1,50.1400,51.6800,1.799925
FILLER_15_81,VPWR,li1,45.5400,51.6800,1.799929
FILLER_15_69,VPWR,li1,40.0200,51.6800,1.799937
FILLER_15_57,VPWR,li1,34.5000,51.6800,1.799943
FILLER_15_52,VPWR,li1,30.3600,51.6800,1.799948
FILLER_15_31,VPWR,li1,20.0100,51.6800,1.799958
FILLER_15_23,VPWR,li1,17.9400,51.6800,1.799955
FILLER_15_15,VPWR,li1,12.8800,51.6800,1.799948
FILLER_15_3,VPWR,li1,9.6600,51.6800,1.799948
FILLER_14_182,VPWR,li1,89.4700,51.6800,1.799918
FILLER_14_170,VPWR,li1,86.4800,51.6800,1.799918
FILLER_14_158,VPWR,li1,80.9600,51.6800,1.799918
FILLER_14_153,VPWR,li1,76.1300,51.6800,1.799918
FILLER_14_141,VPWR,li1,73.1400,51.6800,1.799918
FILLER_14_128,VPWR,li1,67.1600,51.6800,1.799919
FILLER_14_116,VPWR,li1,61.6400,51.6800,1.799921
FILLER_14_104,VPWR,li1,56.1200,51.6800,1.799922
FILLER_14_96,VPWR,li1,49.9100,51.6800,1.799927
FILLER_14_92,VPWR,li1,48.7600,51.6800,1.799927
FILLER_14_80,VPWR,li1,43.2400,51.6800,1.799932
FILLER_14_68,VPWR,li1,39.5600,51.6800,1.799937
FILLER_14_56,VPWR,li1,34.0400,51.6800,1.799943
FILLER_14_44,VPWR,li1,28.5200,51.6800,1.799950
FILLER_14_32,VPWR,li1,23.0000,51.6800,1.799962
FILLER_14_27,VPWR,li1,18.1700,51.6800,1.799955
FILLER_13_181,VPWR,li1,89.2400,46.2400,1.799517
FILLER_13_169,VPWR,li1,86.0200,46.2400,1.799517
FILLER_13_167,VPWR,li1,82.5700,46.2400,1.799521
FILLER_13_113,VPWR,li1,59.3400,46.2400,1.799584
FILLER_13_100,VPWR,li1,54.2800,46.2400,1.799608
FILLER_13_57,VPWR,li1,33.5800,46.2400,1.799744
FILLER_13_54,VPWR,li1,30.8200,46.2400,1.799769
FILLER_13_26,VPWR,li1,17.7100,46.2400,1.799861
FILLER_13_15,VPWR,li1,13.1100,46.2400,1.799860
FILLER_13_3,VPWR,li1,9.6600,46.2400,1.799860
FILLER_12_160,VPWR,li1,79.8100,46.2400,1.799525
FILLER_12_141,VPWR,li1,72.2200,46.2400,1.799538
FILLER_12_139,VPWR,li1,69.6900,46.2400,1.799545
FILLER_12_127,VPWR,li1,66.7000,46.2400,1.799557
FILLER_12_99,VPWR,li1,51.2900,46.2400,1.799625
FILLER_12_91,VPWR,li1,49.2200,46.2400,1.799642
FILLER_12_82,VPWR,li1,43.7000,46.2400,1.799671
FILLER_12_74,VPWR,li1,41.4000,46.2400,1.799695
FILLER_12_33,VPWR,li1,20.9300,46.2400,1.799862
FILLER_12_29,VPWR,li1,19.7800,46.2400,1.799862
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799861
FILLER_12_15,VPWR,li1,15.1800,46.2400,1.799860
FILLER_12_3,VPWR,li1,9.6600,46.2400,1.799860
FILLER_11_182,VPWR,li1,89.4700,40.8000,1.799364
FILLER_11_176,VPWR,li1,87.8600,40.8000,1.799364
FILLER_11_167,VPWR,li1,82.5700,40.8000,1.799368
FILLER_11_131,VPWR,li1,68.5400,40.8000,1.799436
FILLER_11_113,VPWR,li1,58.4200,40.8000,1.799505
FILLER_11_111,VPWR,li1,56.8100,40.8000,1.799523
FILLER_11_105,VPWR,li1,55.2000,40.8000,1.799523
FILLER_11_93,VPWR,li1,51.0600,40.8000,1.799558
FILLER_11_81,VPWR,li1,45.5400,40.8000,1.799610
FILLER_11_69,VPWR,li1,40.0200,40.8000,1.799663
FILLER_11_57,VPWR,li1,34.5000,40.8000,1.799720
FILLER_11_54,VPWR,li1,30.8200,40.8000,1.799752
FILLER_11_46,VPWR,li1,26.9100,40.8000,1.799799
FILLER_11_39,VPWR,li1,23.6900,40.8000,1.799826
FILLER_11_31,VPWR,li1,21.6200,40.8000,1.799863
FILLER_11_11,VPWR,li1,11.0400,40.8000,1.799849
FILLER_11_3,VPWR,li1,8.7400,40.8000,1.799849
FILLER_10_159,VPWR,li1,79.5800,40.8000,1.799373
FILLER_10_149,VPWR,li1,74.7500,40.8000,1.799392
FILLER_10_141,VPWR,li1,72.2200,40.8000,1.799407
FILLER_10_137,VPWR,li1,69.2300,40.8000,1.799424
FILLER_10_89,VPWR,li1,46.9200,40.8000,1.799610
FILLER_10_81,VPWR,li1,43.4700,40.8000,1.799630
FILLER_10_69,VPWR,li1,40.0200,40.8000,1.799663
FILLER_10_57,VPWR,li1,32.2000,40.8000,1.799752
FILLER_10_44,VPWR,li1,26.2200,40.8000,1.799799
FILLER_10_36,VPWR,li1,23.9200,40.8000,1.799826
FILLER_10_26,VPWR,li1,17.9400,40.8000,1.799858
FILLER_9_181,VPWR,li1,89.2400,35.3600,1.799316
FILLER_9_169,VPWR,li1,86.0200,35.3600,1.799316
FILLER_9_165,VPWR,li1,82.1100,35.3600,1.799316
FILLER_9_113,VPWR,li1,58.4200,35.3600,1.799374
FILLER_9_109,VPWR,li1,56.3500,35.3600,1.799388
FILLER_9_57,VPWR,li1,31.9700,35.3600,1.799630
FILLER_9_55,VPWR,li1,31.0500,35.3600,1.799665
FILLER_9_51,VPWR,li1,29.9000,35.3600,1.799665
FILLER_9_39,VPWR,li1,26.2200,35.3600,1.799726
FILLER_9_27,VPWR,li1,20.7000,35.3600,1.799823
FILLER_9_15,VPWR,li1,15.1800,35.3600,1.799823
FILLER_9_3,VPWR,li1,9.6600,35.3600,1.799823
FILLER_8_182,VPWR,li1,89.4700,35.3600,1.799316
FILLER_8_176,VPWR,li1,87.8600,35.3600,1.799316
FILLER_8_164,VPWR,li1,83.7200,35.3600,1.799316
FILLER_8_149,VPWR,li1,74.5200,35.3600,1.799320
FILLER_8_141,VPWR,li1,72.2200,35.3600,1.799322
FILLER_8_139,VPWR,li1,69.6900,35.3600,1.799330
FILLER_8_135,VPWR,li1,68.5400,35.3600,1.799330
FILLER_8_103,VPWR,li1,54.7400,35.3600,1.799404
FILLER_8_85,VPWR,li1,44.8500,35.3600,1.799477
FILLER_8_78,VPWR,li1,42.7800,35.3600,1.799496
FILLER_8_37,VPWR,li1,22.7700,35.3600,1.799787
FILLER_8_29,VPWR,li1,20.7000,35.3600,1.799823
FILLER_8_20,VPWR,li1,16.5600,35.3600,1.799823
FILLER_8_15,VPWR,li1,12.6500,35.3600,1.799823
FILLER_8_3,VPWR,li1,9.6600,35.3600,1.799823
FILLER_7_181,VPWR,li1,89.2400,29.9200,1.799713
FILLER_7_169,VPWR,li1,86.0200,29.9200,1.799713
FILLER_7_164,VPWR,li1,81.8800,29.9200,1.799717
FILLER_7_152,VPWR,li1,78.2000,29.9200,1.799723
FILLER_7_140,VPWR,li1,72.6800,29.9200,1.799730
FILLER_7_128,VPWR,li1,67.1600,29.9200,1.799738
FILLER_7_119,VPWR,li1,60.4900,29.9200,1.799756
FILLER_7_113,VPWR,li1,58.8800,29.9200,1.799756
FILLER_7_89,VPWR,li1,47.1500,29.9200,1.799791
FILLER_7_81,VPWR,li1,44.6200,29.9200,1.799800
FILLER_7_69,VPWR,li1,40.0200,29.9200,1.799820
FILLER_7_57,VPWR,li1,34.5000,29.9200,1.799846
FILLER_7_55,VPWR,li1,31.0500,29.9200,1.799868
FILLER_7_49,VPWR,li1,29.4400,29.9200,1.799868
FILLER_6_161,VPWR,li1,80.0400,29.9200,1.799720
FILLER_6_149,VPWR,li1,74.7500,29.9200,1.799726
FILLER_6_141,VPWR,li1,72.2200,29.9200,1.799730
FILLER_6_139,VPWR,li1,69.6900,29.9200,1.799734
FILLER_6_131,VPWR,li1,67.6200,29.9200,1.799738
FILLER_6_117,VPWR,li1,60.2600,29.9200,1.799756
FILLER_6_105,VPWR,li1,56.5800,29.9200,1.799761
FILLER_6_93,VPWR,li1,51.0600,29.9200,1.799775
FILLER_6_85,VPWR,li1,44.8500,29.9200,1.799800
FILLER_6_76,VPWR,li1,40.9400,29.9200,1.799820
FILLER_6_64,VPWR,li1,37.7200,29.9200,1.799830
FILLER_6_51,VPWR,li1,29.4400,29.9200,1.799868
FILLER_6_29,VPWR,li1,19.3200,29.9200,1.799904
FILLER_6_22,VPWR,li1,17.0200,29.9200,1.799900
FILLER_6_10,VPWR,li1,10.3500,29.9200,1.799891
FILLER_6_6,VPWR,li1,9.2000,29.9200,1.799891
FILLER_5_181,VPWR,li1,89.2400,24.4800,1.799588
FILLER_5_169,VPWR,li1,86.0200,24.4800,1.799588
FILLER_5_166,VPWR,li1,82.3400,24.4800,1.799591
FILLER_5_128,VPWR,li1,64.6300,24.4800,1.799633
FILLER_5_119,VPWR,li1,60.4900,24.4800,1.799648
FILLER_5_113,VPWR,li1,58.8800,24.4800,1.799663
FILLER_5_91,VPWR,li1,47.6100,24.4800,1.799718
FILLER_5_65,VPWR,li1,35.8800,24.4800,1.799792
FILLER_5_34,VPWR,li1,21.6200,24.4800,1.799906
FILLER_5_22,VPWR,li1,18.4000,24.4800,1.799904
FILLER_5_3,VPWR,li1,9.6600,24.4800,1.799902
FILLER_4_159,VPWR,li1,79.5800,24.4800,1.799594
FILLER_4_141,VPWR,li1,71.7600,24.4800,1.799616
FILLER_4_132,VPWR,li1,68.0800,24.4800,1.799622
FILLER_4_111,VPWR,li1,56.8100,24.4800,1.799672
FILLER_4_105,VPWR,li1,55.2000,24.4800,1.799672
FILLER_4_93,VPWR,li1,51.0600,24.4800,1.799692
FILLER_4_79,VPWR,li1,42.3200,24.4800,1.799753
FILLER_4_67,VPWR,li1,39.1000,24.4800,1.799766
FILLER_4_57,VPWR,li1,31.9700,24.4800,1.799829
FILLER_4_53,VPWR,li1,30.8200,24.4800,1.799829
FILLER_4_41,VPWR,li1,27.1400,24.4800,1.799861
FILLER_4_29,VPWR,li1,21.6200,24.4800,1.799906
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799904
FILLER_4_15,VPWR,li1,15.1800,24.4800,1.799902
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.799902
FILLER_3_181,VPWR,li1,89.2400,19.0400,1.799990
FILLER_3_169,VPWR,li1,86.0200,19.0400,1.799990
FILLER_3_167,VPWR,li1,82.5700,19.0400,1.799990
FILLER_3_161,VPWR,li1,80.9600,19.0400,1.799990
FILLER_3_149,VPWR,li1,76.8200,19.0400,1.799990
FILLER_3_137,VPWR,li1,71.3000,19.0400,1.799990
FILLER_3_125,VPWR,li1,65.7800,19.0400,1.799990
FILLER_3_113,VPWR,li1,60.2600,19.0400,1.799990
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.799990
FILLER_3_105,VPWR,li1,55.2000,19.0400,1.799990
FILLER_3_93,VPWR,li1,51.0600,19.0400,1.799990
FILLER_3_81,VPWR,li1,45.5400,19.0400,1.799990
FILLER_3_69,VPWR,li1,40.0200,19.0400,1.799990
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.799990
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.799990
FILLER_3_51,VPWR,li1,29.9000,19.0400,1.799990
FILLER_3_39,VPWR,li1,26.2200,19.0400,1.799990
FILLER_3_15,VPWR,li1,13.3400,19.0400,1.799986
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.799986
FILLER_2_177,VPWR,li1,88.3200,19.0400,1.799990
FILLER_2_165,VPWR,li1,84.1800,19.0400,1.799990
FILLER_2_153,VPWR,li1,78.6600,19.0400,1.799990
FILLER_2_141,VPWR,li1,73.1400,19.0400,1.799990
FILLER_2_139,VPWR,li1,69.6900,19.0400,1.799990
FILLER_2_133,VPWR,li1,68.0800,19.0400,1.799990
FILLER_2_121,VPWR,li1,63.9400,19.0400,1.799990
FILLER_2_109,VPWR,li1,58.4200,19.0400,1.799990
FILLER_2_97,VPWR,li1,52.9000,19.0400,1.799990
FILLER_2_85,VPWR,li1,47.3800,19.0400,1.799990
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799990
FILLER_2_77,VPWR,li1,42.3200,19.0400,1.799990
FILLER_2_65,VPWR,li1,38.1800,19.0400,1.799990
FILLER_2_53,VPWR,li1,32.6600,19.0400,1.799990
FILLER_2_41,VPWR,li1,27.1400,19.0400,1.799990
